# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
climb_slope_20deg 1 54 0.03333333333333333 0 1 0 0 1:20 | 0.956354558 0.282871336 0.0732788071 -0.281158626 0.959096014 -0.0329350196 -0.0795977786 0.0108945863 0.996767521 -1.95570016 6.47377586 96.2847061 -3.71665335 -1.49724078 67.9182358 0.0142009258 -0.0567689091 -0.00556389382 0.713504434 0.739974797 0.696784377 0.723280072 2 0 0 0 0 68 1 1 1 0 0 0 67.9916306 0 1 0 | 0.956354558 0.282871336 0.0732788071 -0.281158626 0.959096014 -0.0329350196 -0.0795977786 0.0108945863 0.996767521 -1.95570016 6.47377586 96.2847061 -3.8483336 -0.330392599 67.9112778 0.0155329928 -0.0567040257 -0.0044406401 0.713504434 0.739974797 0.697543442 0.723280072 3 0 0 0 0 68 1 1 1 0 0 0 67.9944763 0 1 0
climb_slope_20deg 1 55 0.03333333333333333 0 1 0 0 1:20 | 0.956256032 0.28269133 0.0752327666 -0.280954361 0.959154665 -0.0329696499 -0.0814800933 0.010390453 0.996620834 -2.08397794 6.42942953 98.5484161 -3.8483336 -1.3303926 67.9112778 0.0155329928 -0.0567040257 -0.0044406401 0.713504434 0.739974797 0.697543442 0.723280072 3 0 0 0 0 68 1 1 1 0 0 0 67.9944763 0 1 0 | 0.956256032 0.28269133 0.0752327666 -0.280954361 0.959154665 -0.0329696499 -0.0814800933 0.010390453 0.996620834 -2.08397794 6.42942953 98.5484161 -3.9707582 -0.475370437 67.9050064 0.0149983764 -0.0566487685 -0.00260786223 0.713504434 0.739974797 0.697543442 0.723855674 0 0 0 0 0 68 1 1 1 0 0 0 67.9941406 0 1 0
climb_slope_20deg 1 56 0.03333333333333333 0 1 0 0 1:20 | 0.956136703 0.282570124 0.077179648 -0.280808687 0.959195554 -0.0330205001 -0.0833609775 0.00989939831 0.996470273 -2.21633649 6.38025045 100.81192 -3.9707582 -1.47537041 67.9050064 0.0149983764 -0.0566487685 -0.00260786223 0.713504434 0.739974797 0.697543442 0.723855674 0 0 0 0 0 68 1 1 1 0 0 0 67.9941406 0 1 0 | 0.956136703 0.282570124 0.077179648 -0.280808687 0.959195554 -0.0330205001 -0.0833609775 0.00989939831 0.996470273 -2.21633649 6.38025045 100.81192 -4.09695435 -0.499078274 67.8978195 0.0147793069 -0.0566038564 -0.00160236354 0.713654101 0.739974797 0.697543442 0.723855674 1 0 0 0 0 68 1 1 1 0 0 0 67.9947433 0 1 0
climb_slope_20deg 1 57 0.03333333333333333 0 1 0 0 1:20 | 0.956004381 0.282480568 0.0791227371 -0.280695111 0.959226847 -0.0330776721 -0.085240446 0.00941303372 0.996315956 -2.3529017 6.33028126 103.07518 -4.09695435 -1.49907827 67.8978195 0.0147793069 -0.0566038564 -0.00160236354 0.713654101 0.739974797 0.697543442 0.723855674 1 0 0 0 0 68 1 1 1 0 0 0 67.9947433 0 1 0 | 0.956004381 0.282480568 0.0791227371 -0.280695111 0.959226847 -0.0330776721 -0.085240446 0.00941303372 0.996315956 -2.3529017 6.33028126 103.07518 -4.2133522 -0.797628284 67.891571 0.0142306387 -0.0565679446 -0.00114010926 0.713654101 0.739849687 0.697543442 0.723855674 2 0 0 0 0 68 1 1 1 0 0 0 67.9930954 0 1 0
climb_slope_20deg 1 58 0.03333333333333333 0 1 0 0 1:20 | 0.955864072 0.282406241 0.0810592175 -0.280596226 0.959253192 -0.0331518352 -0.0871185958 0.00894373935 0.996157825 -2.49334669 6.27036047 105.338234 -4.2133522 -1.79762828 67.891571 0.0142306387 -0.0565679446 -0.00114010926 0.713654101 0.739849687 0.697543442 0.723855674 2 0 0 0 0 68 1 1 1 0 0 0 67.9930954 0 1 0 | 0.955864072 0.282406241 0.0810592175 -0.280596226 0.959253192 -0.0331518352 -0.0871185958 0.00894373935 0.996157825 -2.49334669 6.27036047 105.338234 -4.34600019 -0.601953328 67.8828049 0.0156470984 -0.0565390438 0.00143154617 0.713654101 0.739849687 0.696556032 0.723855674 3 0 0 0 0 68 1 1 1 0 0 0 67.995224 0 1 0
climb_slope_20deg 1 59 0.03333333333333333 0 1 0 0 1:20 | 0.955695987 0.282409072 0.083007805 -0.280579507 0.959257126 -0.0331803225 -0.0889962465 0.00842001289 0.995996356 -2.6382134 6.21696186 107.600998 -4.34600019 -1.60195327 67.8828049 0.0156470984 -0.0565390438 0.00143154617 0.713654101 0.739849687 0.696556032 0.723855674 3 0 0 0 0 68 1 1 1 0 0 0 67.995224 0 1 0 | 0.955695987 0.282409072 0.083007805 -0.280579507 0.959257126 -0.0331803225 -0.0889962465 0.00842001289 0.995996356 -2.6382134 6.21696186 107.600998 -4.4695034 -0.719946504 67.8748169 0.0189854652 -0.0565199703 0.00104768667 0.713654101 0.739849687 0.696556032 0.722644031 0 0 0 0 0 68 1 1 1 0 0 0 67.9947739 0 1 0
climb_slope_20deg 1 60 0.03333333333333333 0 1 0 0 1:20 | 0.955527842 0.282389313 0.0849868879 -0.280550569 0.959268272 -0.0331018381 -0.0908728316 0.00778660877 0.995832086 -2.78719687 6.1596303 109.863495 -4.4695034 -1.7199465 67.8748169 0.0189854652 -0.0565199703 0.00104768667 0.713654101 0.739849687 0.696556032 0.722644031 0 0 0 0 0 68 1 1 1 0 0 0 67.9947739 0 1 0 | 0.955527842 0.282389313 0.0849868879 -0.280550569 0.959268272 -0.0331018381 -0.0908728316 0.00778660877 0.995832086 -2.78719687 6.1596303 109.863495 -4.59689856 -0.720641732 67.8659515 0.0184114724 -0.0565059371 0.00283731846 0.712502122 0.739849687 0.696556032 0.722644031 1 0 0 0 0 68 1 1 1 0 0 0 67.9952164 0 1 0
climb_slope_20deg 1 61 0.03333333333333333 0 1 0 0 1:20 | 0.955339253 0.282426924 0.0869597942 -0.280579001 0.959262073 -0.0330415741 -0.0927490592 0.00716681918 0.995663702 -2.94042683 6.10227537 112.125694 -4.59689856 -1.72064173 67.8659515 0.0184114724 -0.0565059371 0.00283731846 0.712502122 0.739849687 0.696556032 0.722644031 1 0 0 0 0 68 1 1 1 0 0 0 67.9952164 0 1 0 | 0.955339253 0.282426924 0.0869597942 -0.280579001 0.959262073 -0.0330415741 -0.0927490592 0.00716681918 0.995663702 -2.94042683 6.10227537 112.125694 -4.71459627 -0.998647153 67.858017 0.0154893696 -0.0564990863 0.00133104855 0.712502122 0.738492846 0.696556032 0.722644031 2 0 0 0 0 68 1 1 1 0 0 0 67.9938812 0 1 0
climb_slope_20deg 1 62 0.03333333333333333 0 1 0 0 1:20 | 0.955161095 0.282423884 0.0889046416 -0.280559301 0.959266663 -0.0330746919 -0.0946243405 0.00664863363 0.995490849 -3.09757996 6.03565359 114.387627 -4.71459627 -1.99864721 67.858017 0.0154893696 -0.0564990863 0.00133104855 0.712502122 0.738492846 0.696556032 0.722644031 2 0 0 0 0 68 1 1 1 0 0 0 67.9938812 0 1 0 | 0.955161095 0.282423884 0.0889046416 -0.280559301 0.959266663 -0.0330746919 -0.0946243405 0.00664863363 0.995490849 -3.09757996 6.03565359 114.387627 -4.84869862 -0.780830503 67.8476639 0.016336754 -0.0564943179 0.00376867084 0.712502122 0.738492846 0.695044935 0.722644031 3 0 0 0 0 68 1 1 1 0 0 0 67.9953384 0 1 0
climb_slope_20deg 1 63 0.03333333333333333 0 1 0 0 1:20 | 0.954956353 0.282494932 0.0908569694 -0.280617505 0.959249437 -0.0330807082 -0.0964996293 0.006094574 0.99531436 -3.2592032 5.97629261 116.649216 -4.84869862 -1.7808305 67.8476639 0.016336754 -0.0564943179 0.00376867084 0.712502122 0.738492846 0.695044935 0.722644031 3 0 0 0 0 68 1 1 1 0 0 0 67.9953384 0 1 0 | 0.954956353 0.282494932 0.0908569694 -0.280617505 0.959249437 -0.0330807082 -0.0964996293 0.006094574 0.99531436 -3.2592032 5.97629261 116.649216 -4.97363377 -0.87957114 67.8381271 0.0201969817 -0.0564958751 0.00257042004 0.712502122 0.738492846 0.695044935 0.721027195 0 0 0 0 0 68 1 1 1 0 0 0 67.9948578 0 1 0
climb_slope_20deg 1 64 0.03333333333333333 0 1 0 0 1:20 | 0.954759181 0.28251487 0.0928453505 -0.280637503 0.959247649 -0.0329633839 -0.0983743295 0.00541620748 0.995134771 -3.42499089 5.91364002 118.910484 -4.97363377 -1.8795712 67.8381271 0.0201969817 -0.0564958751 0.00257042004 0.712502122 0.738492846 0.695044935 0.721027195 0 0 0 0 0 68 1 1 1 0 0 0 67.9948578 0 1 0 | 0.954759181 0.28251487 0.0928453505 -0.280637503 0.959247649 -0.0329633839 -0.0983743295 0.00541620748 0.995134771 -3.42499089 5.91364002 118.910484 -5.10232019 -0.866938114 67.8277893 0.0197493806 -0.0564982444 0.0039229705 0.711269975 0.738492846 0.695044935 0.721027195 1 0 0 0 0 68 1 1 1 0 0 0 67.9950333 0 1 0
climb_slope_20deg 1 65 0.03333333333333333 0 1 0 0 1:20 | 0.954545498 0.282577932 0.0948292241 -0.280700952 0.959232569 -0.0328604802 -0.100248933 0.0047481712 0.994951069 -3.59506822 5.85140896 121.17141 -5.10232019 -1.86693811 67.8277893 0.0197493806 -0.0564982444 0.0039229705 0.711269975 0.738492846 0.695044935 0.721027195 1 0 0 0 0 68 1 1 1 0 0 0 67.9950333 0 1 0 | 0.954545498 0.282577932 0.0948292241 -0.280700952 0.959232569 -0.0328604802 -0.100248933 0.0047481712 0.994951069 -3.59506822 5.85140896 121.17141 -5.22123909 -1.13400698 67.8183746 0.0170272142 -0.0565040261 0.00221886812 0.711269975 0.737207532 0.695044935 0.721027195 2 0 0 0 0 68 1 1 1 0 0 0 67.9940033 0 1 0
climb_slope_20deg 1 66 0.03333333333333333 0 1 0 0 1:20 | 0.954344153 0.282594144 0.0967872813 -0.280710042 0.959230483 -0.0328447483 -0.102123044 0.00417603226 0.994763017 -3.76910949 5.78027534 123.432022 -5.22123909 -2.13400698 67.8183746 0.0170272142 -0.0565040261 0.00221886812 0.711269975 0.737207532 0.695044935 0.721027195 2 0 0 0 0 68 1 1 1 0 0 0 67.9940033 0 1 0 | 0.954344153 0.282594144 0.0967872813 -0.280710042 0.959230483 -0.0328447483 -0.102123044 0.00417603226 0.994763017 -3.76910949 5.78027534 123.432022 -5.35651302 -0.907340884 67.8066559 0.0170738026 -0.0565089583 0.00348911341 0.711269975 0.737207532 0.693991005 0.721027195 3 0 0 0 0 68 1 1 1 0 0 0 67.9947891 0 1 0
climb_slope_20deg 1 67 0.03333333333333333 0 1 0 0 1:20 | 0.954127133 0.282649517 0.0987455547 -0.280759752 0.959216535 -0.0328276306 -0.103997082 0.00359795406 0.99457109 -3.94765997 5.71669722 125.692245 -5.35651302 -1.90734088 67.8066559 0.0170738026 -0.0565089583 0.00348911341 0.711269975 0.737207532 0.693991005 0.721027195 3 0 0 0 0 68 1 1 1 0 0 0 67.9947891 0 1 0 | 0.954127133 0.282649517 0.0987455547 -0.280759752 0.959216535 -0.0328276306 -0.103997082 0.00359795406 0.99457109 -3.94765997 5.71669722 125.692245 -5.48251247 -0.999482036 67.7957764 0.0191668645 -0.0565159395 0.00251414953 0.711269975 0.737207532 0.693991005 0.71998769 0 0 0 0 0 68 1 1 1 0 0 0 67.9942856 0 1 0
climb_slope_20deg 1 68 0.03333333333333333 0 1 0 0 1:20 | 0.953915536 0.28266573 0.100723393 -0.280778378 0.959213912 -0.0327437222 -0.105870813 0.00295379548 0.994375527 -4.13041019 5.65004778 127.952103 -5.48251247 -1.99948204 67.7957764 0.0191668645 -0.0565159395 0.00251414953 0.711269975 0.737207532 0.693991005 0.71998769 0 0 0 0 0 68 1 1 1 0 0 0 67.9942856 0 1 0 | 0.953915536 0.28266573 0.100723393 -0.280778378 0.959213912 -0.0327437222 -0.105870813 0.00295379548 0.994375527 -4.13041019 5.65004778 127.952103 -5.61196899 -0.985835016 67.7841873 0.0190993473 -0.0565216765 0.00278144469 0.710730731 0.737207532 0.693991005 0.71998769 1 0 0 0 0 68 1 1 1 0 0 0 67.9941711 0 1 0
climb_slope_20deg 1 69 0.03333333333333333 0 1 0 0 1:20 | 0.953697681 0.282689422 0.102700382 -0.280805707 0.959208727 -0.032662075 -0.107744329 0.00231089187 0.994175971 -4.3174758 5.58385324 130.211578 -5.61196899 -1.98583508 67.7841873 0.0190993473 -0.0565216765 0.00278144469 0.710730731 0.737207532 0.693991005 0.71998769 1 0 0 0 0 68 1 1 1 0 0 0 67.9941711 0 1 0 | 0.953697681 0.282689422 0.102700382 -0.280805707 0.959208727 -0.032662075 -0.107744329 0.00231089187 0.994175971 -4.3174758 5.58385324 130.211578 -5.73150873 -1.25283957 67.7735214 0.0179932415 -0.0565270782 0.00194481201 0.710730731 0.736719549 0.693991005 0.71998769 2 0 0 0 0 68 1 1 1 0 0 0 67.9934464 0 1 0
climb_slope_20deg 1 70 0.03333333333333333 0 1 0 0 1:20 | 0.953483999 0.282689065 0.104666725 -0.280806392 0.959210098 -0.0326158702 -0.109617531 0.00170762558 0.993972361 -4.50852585 5.50875854 132.470703 -5.73150873 -2.25283957 67.7735214 0.0179932415 -0.0565270782 0.00194481201 0.710730731 0.736719549 0.693991005 0.71998769 2 0 0 0 0 68 1 1 1 0 0 0 67.9934464 0 1 0 | 0.953483999 0.282689065 0.104666725 -0.280806392 0.959210098 -0.0326158702 -0.109617531 0.00170762558 0.993972361 -4.50852585 5.50875854 132.470703 -5.86725998 -1.02878904 67.7606506 0.0174396783 -0.0565306582 0.00185032049 0.710730731 0.736719549 0.693781614 0.71998769 3 0 0 0 0 68 1 1 1 0 0 0 67.9936142 0 1 0
climb_slope_20deg 1 71 0.03333333333333333 0 1 0 0 1:20 | 0.953267515 0.282686442 0.106627561 -0.280804127 0.959211707 -0.0325873978 -0.111490421 0.00112304848 0.993764877 -4.70410109 5.44113207 134.729385 -5.86725998 -2.02878904 67.7606506 0.0174396783 -0.0565306582 0.00185032049 0.710730731 0.736719549 0.693781614 0.71998769 3 0 0 0 0 68 1 1 1 0 0 0 67.9936142 0 1 0 | 0.953267515 0.282686442 0.106627561 -0.280804127 0.959211707 -0.0325873978 -0.111490421 0.00112304848 0.993764877 -4.70410109 5.44113207 134.729385 -5.99362755 -1.12418783 67.7486267 0.0171713755 -0.0565328673 0.00151923439 0.710730731 0.736719549 0.693781614 0.71984297 0 0 0 0 0 68 1 1 1 0 0 0 67.9931717 0 1 0
climb_slope_20deg 1 72 0.03333333333333333 0 1 0 0 1:20 | 0.953050435 0.28267315 0.108585522 -0.280791312 0.959216118 -0.0325675085 -0.113362946 0.00054860505 0.993553519 -4.9038887 5.37032604 136.987671 -5.99362755 -2.12418795 67.7486267 0.0171713755 -0.0565328673 0.00151923439 0.710730731 0.736719549 0.693781614 0.71984297 0 0 0 0 0 68 1 1 1 0 0 0 67.9931717 0 1 0 | 0.953050435 0.28267315 0.108585522 -0.280791312 0.959216118 -0.0325675085 -0.113362946 0.00054860505 0.993553519 -4.9038887 5.37032604 136.987671 -6.12314558 -1.1179285 67.7359848 0.0174830183 -0.0565334558 0.000743160956 0.711039662 0.736719549 0.693781614 0.71984297 1 0 0 0 0 68 1 1 1 0 0 0 67.9928513 0 1 0
climb_slope_20deg 1 73 0.03333333333333333 0 1 0 0 1:20 | 0.952836931 0.282632887 0.110546015 -0.280753732 0.959228158 -0.0325376056 -0.115235046 -3.31743177e-05 0.993338227 -5.1079936 5.29972839 139.245544 -6.12314558 -2.1179285 67.7359848 0.0174830183 -0.0565334558 0.000743160956 0.711039662 0.736719549 0.693781614 0.71984297 1 0 0 0 0 68 1 1 1 0 0 0 67.9928513 0 1 0 | 0.952836931 0.282632887 0.110546015 -0.280753732 0.959228158 -0.0325376056 -0.115235046 -3.31743177e-05 0.993338227 -5.1079936 5.29972839 139.245544 -6.24262047 -1.39157295 67.7242508 0.018112421 -0.0565311648 0.000998610165 0.711039662 0.737104714 0.693781614 0.71984297 2 0 0 0 0 68 1 1 1 0 0 0 67.9925003 0 1 0
climb_slope_20deg 1 74 0.03333333333333333 0 1 0 0 1:20 | 0.952617347 0.282597274 0.11251194 -0.280724406 0.95923841 -0.0324874893 -0.117106654 -0.000636700715 0.993119121 -5.31608105 5.22000933 141.503021 -6.24262047 -2.39157295 67.7242508 0.018112421 -0.0565311648 0.000998610165 0.711039662 0.737104714 0.693781614 0.71984297 2 0 0 0 0 68 1 1 1 0 0 0 67.9925003 0 1 0 | 0.952617347 0.282597274 0.11251194 -0.280724406 0.95923841 -0.0324874893 -0.117106654 -0.000636700715 0.993119121 -5.31608105 5.22000933 141.503021 -6.37818575 -1.17526197 67.7103882 0.0173646584 -0.056527257 2.11712904e-05 0.711039662 0.737104714 0.69426769 0.71984297 3 0 0 0 0 68 1 1 1 0 0 0 67.992157 0 1 0
climb_slope_20deg 1 75 0.03333333333333333 0 1 0 0 1:20 | 0.952403307 0.282532275 0.114470258 -0.280663908 0.959257007 -0.0324611515 -0.118977726 -0.00121155882 0.992896199 -5.52868748 5.14750051 143.76004 -6.37818575 -2.17526197 67.7103882 0.0173646584 -0.056527257 2.11712904e-05 0.711039662 0.737104714 0.69426769 0.71984297 3 0 0 0 0 68 1 1 1 0 0 0 67.992157 0 1 0 | 0.952403307 0.282532275 0.114470258 -0.280663908 0.959257007 -0.0324611515 -0.118977726 -0.00121155882 0.992896199 -5.52868748 5.14750051 143.76004 -6.50431585 -1.27760613 67.6973572 0.0154498369 -0.0565203279 0.000278996769 0.711039662 0.737104714 0.69426769 0.720382094 0 0 0 0 0 68 1 1 1 0 0 0 67.9918671 0 1 0
climb_slope_20deg 1 76 0.03333333333333333 0 1 0 0 1:20 | 0.952183187 0.2824817 0.116409883 -0.280611634 0.959271133 -0.0324958637 -0.120848127 -0.00172395189 0.992669523 -5.74549818 5.07158041 146.016617 -6.50431585 -2.27760601 67.6973572 0.0154498369 -0.0565203279 0.000278996769 0.711039662 0.737104714 0.69426769 0.720382094 0 0 0 0 0 68 1 1 1 0 0 0 67.9918671 0 1 0 | 0.952183187 0.2824817 0.116409883 -0.280611634 0.959271133 -0.0324958637 -0.120848127 -0.00172395189 0.992669523 -5.74549818 5.07158041 146.016617 -6.63337374 -1.28098369 67.683754 0.0159802958 -0.0565123335 -0.00104920985 0.711912334 0.737104714 0.69426769 0.720382094 1 0 0 0 0 68 1 1 1 0 0 0 67.9914398 0 1 0
climb_slope_20deg 1 77 0.03333333333333333 0 1 0 0 1:20 | 0.951971948 0.282385856 0.118353799 -0.280516863 0.959298253 -0.0325133875 -0.122717917 -0.00224840315 0.992439032 -5.96661043 4.99554777 148.272736 -6.63337374 -2.28098369 67.683754 0.0159802958 -0.0565123335 -0.00104920985 0.711912334 0.737104714 0.69426769 0.720382094 1 0 0 0 0 68 1 1 1 0 0 0 67.9914398 0 1 0 | 0.951971948 0.282385856 0.118353799 -0.280516863 0.959298253 -0.0325133875 -0.122717917 -0.00224840315 0.992439032 -5.96661043 4.99554777 148.272736 -6.75233412 -1.56249595 67.6710358 0.0176483169 -0.05650061 -4.5042485e-05 0.711912334 0.738025784 0.69426769 0.720382094 2 0 0 0 0 68 1 1 1 0 0 0 67.9915237 0 1 0
climb_slope_20deg 1 78 0.03333333333333333 0 1 0 0 1:20 | 0.951747656 0.282314241 0.120312594 -0.280454218 0.959317803 -0.0324773043 -0.124586813 -0.00283197802 0.992204666 -6.19168806 4.91013145 150.528442 -6.75233412 -2.56249595 67.6710358 0.0176483169 -0.05650061 -4.5042485e-05 0.711912334 0.738025784 0.69426769 0.720382094 2 0 0 0 0 68 1 1 1 0 0 0 67.9915237 0 1 0 | 0.951747656 0.282314241 0.120312594 -0.280454218 0.959317803 -0.0324773043 -0.124586813 -0.00283197802 0.992204666 -6.19168806 4.91013145 150.528442 -6.88735342 -1.35294294 67.6562347 0.0170418397 -0.0564880222 -0.00120870536 0.711912334 0.738025784 0.695050657 0.720382094 3 0 0 0 0 68 1 1 1 0 0 0 67.9907379 0 1 0
climb_slope_20deg 1 79 0.03333333333333333 0 1 0 0 1:20 | 0.951530635 0.282206982 0.122264802 -0.28035444 0.959347546 -0.0324603245 -0.126454964 -0.00339048635 0.991966546 -6.42126656 4.83169985 152.783646 -6.88735342 -2.35294294 67.6562347 0.0170418397 -0.0564880222 -0.00120870536 0.711912334 0.738025784 0.695050657 0.720382094 3 0 0 0 0 68 1 1 1 0 0 0 67.9907379 0 1 0 | 0.951530635 0.282206982 0.122264802 -0.28035444 0.959347546 -0.0324603245 -0.126454964 -0.00339048635 0.991966546 -6.42126656 4.83169985 152.783646 -7.01294994 -1.46065521 67.6422424 0.01463826 -0.0564724803 -0.000634138472 0.711912334 0.738025784 0.695050657 0.721182287 0 0 0 0 0 68 1 1 1 0 0 0 67.9906158 0 1 0
climb_slope_20deg 1 80 0.03333333333333333 0 1 0 0 1:20 | 0.951304615 0.282126755 0.124193445 -0.28027299 0.959369302 -0.0325198807 -0.12832211 -0.00387175707 0.991724968 -6.65503168 4.74967813 155.038391 -7.01294994 -2.46065521 67.6422424 0.01463826 -0.0564724803 -0.000634138472 0.711912334 0.738025784 0.695050657 0.721182287 0 0 0 0 0 68 1 1 1 0 0 0 67.9906158 0 1 0 | 0.951304615 0.282126755 0.124193445 -0.28027299 0.959369302 -0.0325198807 -0.12832211 -0.00387175707 0.991724968 -6.65503168 4.74967813 155.038391 -7.14135361 -1.4713043 67.6277084 0.0152001753 -0.056456767 -0.00196921593 0.712933898 0.738025784 0.695050657 0.721182287 1 0 0 0 0 68 1 1 1 0 0 0 67.9901733 0 1 0
climb_slope_20deg 1 81 0.03333333333333333 0 1 0 0 1:20 | 0.951087594 0.282000899 0.126126409 -0.280148774 0.95940423 -0.0325611122 -0.130188465 -0.00436569052 0.991479635 -6.8930769 4.66730118 157.292648 -7.14135361 -2.47130442 67.6277084 0.0152001753 -0.056456767 -0.00196921593 0.712933898 0.738025784 0.695050657 0.721182287 1 0 0 0 0 68 1 1 1 0 0 0 67.9901733 0 1 0 | 0.951087594 0.282000899 0.126126409 -0.280148774 0.95940423 -0.0325611122 -0.130188465 -0.00436569052 0.991479635 -6.8930769 4.66730118 157.292648 -7.25967598 -1.75821495 67.6140137 0.0170534104 -0.0564379059 -0.000731206499 0.712933898 0.739054739 0.695050657 0.721182287 2 0 0 0 0 68 1 1 1 0 0 0 67.9907227 0 1 0
climb_slope_20deg 1 82 0.03333333333333333 0 1 0 0 1:20 | 0.950855374 0.281905442 0.128075704 -0.280064136 0.959429562 -0.0325426869 -0.132053584 -0.00492602773 0.991230369 -7.13506603 4.57536077 159.546448 -7.25967598 -2.75821495 67.6140137 0.0170534104 -0.0564379059 -0.000731206499 0.712933898 0.739054739 0.695050657 0.721182287 2 0 0 0 0 68 1 1 1 0 0 0 67.9907227 0 1 0 | 0.950855374 0.281905442 0.128075704 -0.280064136 0.959429562 -0.0325426869 -0.132053584 -0.00492602773 0.991230369 -7.13506603 4.57536077 159.546448 -7.39411211 -1.55133653 67.5982742 0.0167182758 -0.0564189628 -0.00157929119 0.712933898 0.739054739 0.695768178 0.721182287 3 0 0 0 0 68 1 1 1 0 0 0 67.9895248 0 1 0
climb_slope_20deg 1 83 0.03333333333333333 0 1 0 0 1:20 | 0.950627506 0.281783491 0.130020767 -0.279952437 0.959462404 -0.0325345993 -0.133917749 -0.00547134504 0.990977347 -7.38153648 4.49031639 161.799728 -7.39411211 -2.55133653 67.5982742 0.0167182758 -0.0564189628 -0.00157929119 0.712933898 0.739054739 0.695768178 0.721182287 3 0 0 0 0 68 1 1 1 0 0 0 67.9895248 0 1 0 | 0.950627506 0.281783491 0.130020767 -0.279952437 0.959462404 -0.0325345993 -0.133917749 -0.00547134504 0.990977347 -7.38153648 4.49031639 161.799728 -7.51917648 -1.66054082 67.5833206 0.0147074908 -0.0563982129 -0.000960543752 0.712933898 0.739054739 0.695768178 0.721886754 0 0 0 0 0 68 1 1 1 0 0 0 67.9895782 0 1 0
climb_slope_20deg 1 84 0.03333333333333333 0 1 0 0 1:20 | 0.950390279 0.281688839 0.131945789 -0.279860497 0.959487319 -0.0325904228 -0.135780677 -0.00595279131 0.990721047 -7.63217592 4.40163183 164.052505 -7.51917648 -2.66054082 67.5833206 0.0147074908 -0.0563982129 -0.000960543752 0.712933898 0.739054739 0.695768178 0.721886754 0 0 0 0 0 68 1 1 1 0 0 0 67.9895782 0 1 0 | 0.950390279 0.281688839 0.131945789 -0.279860497 0.959487319 -0.0325904228 -0.135780677 -0.00595279131 0.990721047 -7.63217592 4.40163183 164.052505 -7.64699411 -1.67451096 67.5678253 0.0151787549 -0.0563780665 -0.00197707349 0.713800192 0.739054739 0.695768178 0.721886754 1 0 0 0 0 68 1 1 1 0 0 0 67.989151 0 1 0
climb_slope_20deg 1 85 0.03333333333333333 0 1 0 0 1:20 | 0.950159073 0.281558961 0.133874103 -0.279735982 0.959522307 -0.0326307714 -0.137642667 -0.00644497992 0.990460992 -7.8870759 4.3124814 166.304764 -7.64699411 -2.67451096 67.5678253 0.0151787549 -0.0563780665 -0.00197707349 0.713800192 0.739054739 0.695768178 0.721886754 1 0 0 0 0 68 1 1 1 0 0 0 67.989151 0 1 0 | 0.950159073 0.281558961 0.133874103 -0.279735982 0.959522307 -0.0326307714 -0.137642667 -0.00644497992 0.990460992 -7.8870759 4.3124814 166.304764 -7.76477957 -1.9633528 67.5531082 0.0166529939 -0.0563559718 -0.000897069462 0.713800192 0.73989892 0.695768178 0.721886754 2 0 0 0 0 68 1 1 1 0 0 0 67.9901352 0 1 0
